country,variety,count,avg score,avg price
Spain,Prieto Picudo,14,86.07142857142857,38.285714285714285
Spain,Premsal,1,83.0,15.0
Spain,Pinot Noir,11,87.0,19.818181818181817
Spain,Picapoll,1,82.0,21.0
Spain,Petite Verdot,2,86.5,40.0
Spain,Petit Verdot,9,89.77777777777777,55.22222222222222
Spain,Pedro Ximénez,32,91.0,36.53125
Spain,Parraleta,1,86.0,14.0
Spain,Syrah-Merlot,1,89.0,20.0
Spain,Pansa Blanca,13,85.6923076923077,18.076923076923077
Spain,Palomino,15,89.06666666666666,39.53333333333333
Spain,Rosado,67,84.56716417910448,13.061538461538461
Spain,Syrah-Petit Verdot,1,90.0,35.0
Spain,Tinta del Toro,3,86.33333333333333,23.333333333333332
Spain,Tempranillo,1319,87.49355572403336,31.09761721752498
Spain,Muscat of Alexandria,1,91.0,26.0
Spain,White Blend,270,86.02962962962962,19.582706766917294
Spain,Viura-Verdejo,2,84.5,12.0
Spain,Viura-Chardonnay,13,84.6923076923077,10.76923076923077
Spain,Viura,102,85.1470588235294,15.1
Spain,Vidadillo,1,89.0,24.0
Spain,Verdosilla,1,84.0,17.0
Spain,Verdil,1,86.0,18.0
Spain,Verdejo-Viura,19,85.57894736842105,11.0
Spain,Verdejo-Sauvignon Blanc,5,85.0,9.8
Spain,Verdejo,262,86.28625954198473,16.134615384615383
Spain,Trepat,9,87.55555555555556,21.0
Spain,Treixadura,2,87.5,16.5
Spain,Syrah-Tempranillo,1,87.0,15.0
Spain,Touriga Nacional Blend,1,90.0,144.0
Spain,Tinto Velasco,1,85.0,9.0
Spain,Xarel-lo,19,85.73684210526316,16.31578947368421
Spain,Tinto Fino,92,89.95652173913044,66.20652173913044
Spain,Tinta del Pais,2,95.0,47.5
Spain,Tinta de Toro,158,89.57594936708861,46.33757961783439
Spain,Tinta Fina,10,88.1,30.3
Spain,Tempranillo-Syrah,1,82.0,12.0
Spain,Tempranillo-Shiraz,7,84.28571428571429,14.142857142857142
Spain,Tempranillo-Merlot,7,85.28571428571429,19.428571428571427
Spain,Tempranillo-Garnacha,28,84.92857142857143,11.214285714285714
Spain,Tempranillo-Cabernet Sauvignon,46,86.21739130434783,41.34782608695652
Spain,Tempranillo Blend,548,88.2992700729927,36.37200736648251
Spain,Tempranillo Blanco,9,83.66666666666667,29.11111111111111
Spain,Tinto del Pais,16,87.6875,38.1875
Spain,Muscat,8,87.125,17.625
Spain,Carignan,9,93.33333333333333,182.55555555555554
Spain,Moscatel de Alejandría,3,85.33333333333333,18.666666666666668
Spain,Garnacha-Cabernet,1,85.0,13.0
Spain,Garnacha Tintorera,8,87.125,16.75
Spain,Garnacha Blend,2,87.5,19.0
Spain,Garnacha Blanca,31,85.93548387096774,18.419354838709676
Spain,Garnacha,296,85.80743243243244,22.0135593220339
Spain,Forcallà,1,83.0,27.0
Spain,Chardonnay-Sauvignon Blanc,1,87.0,12.0
Spain,Chardonnay,69,84.7536231884058,18.666666666666668
Spain,Champagne Blend,13,83.84615384615384,10.76923076923077
Spain,Cariñena-Garnacha,2,89.5,31.0
Spain,Carineña,5,86.2,22.2
Spain,Carignan-Grenache,5,89.2,34.2
Spain,Cabernet Sauvignon-Tempranillo,11,86.0909090909091,14.545454545454545
Spain,Garnacha-Cariñena,1,93.0,57.0
Spain,Cabernet Sauvignon-Syrah,2,89.5,31.5
Spain,Cabernet Sauvignon-Merlot,8,88.625,16.875
Spain,Cabernet Sauvignon-Cabernet Franc,1,89.0,30.0
Spain,Cabernet Sauvignon,49,87.20408163265306,32.604166666666664
Spain,Cabernet Franc,1,86.0,28.0
Spain,Cabernet Blend,5,89.0,89.8
Spain,Bordeaux-style Red Blend,9,86.88888888888889,44.666666666666664
Spain,Bobal-Cabernet Sauvignon,1,84.0,9.0
Spain,Bobal,21,85.9047619047619,20.857142857142858
Spain,Babosa Negro,1,92.0,45.0
Spain,Alicante Bouschet,1,83.0,10.0
Spain,Albariño,311,87.37942122186494,20.719354838709677
Spain,Airen,3,81.66666666666667,9.0
Spain,Moscato,10,83.5,11.3
Spain,Cabernet Sauvignon-Shiraz,1,90.0,40.0
Spain,Garnacha-Monastrell,3,87.0,11.666666666666666
Spain,Doña Blanca,1,84.0,53.0
Spain,Garnacha-Tempranillo,5,86.2,11.2
Spain,Moscatel,34,87.88235294117646,31.735294117647058
Spain,Monastrell-Syrah,19,86.42105263157895,18.36842105263158
Spain,Monastrell-Petit Verdot,2,88.0,19.5
Spain,Monastrell,123,86.92682926829268,19.34426229508197
Spain,Meseguera,1,91.0,35.0
Spain,Merseguera-Sauvignon Blanc,1,85.0,9.0
Spain,Garnacha-Syrah,12,84.5,12.916666666666666
Spain,Merlot,15,84.93333333333334,17.466666666666665
Spain,Mencía,161,88.6832298136646,28.777070063694268
Spain,Mazuelo,4,87.75,78.25
Spain,Maturana,6,86.5,57.5
Spain,Mataro,1,90.0,40.0
Spain,Malvasia-Viura,3,85.0,17.666666666666668
Spain,Malvasia,5,84.0,16.4
Spain,Merlot-Cabernet Sauvignon,3,86.33333333333333,16.0
Spain,Macabeo-Moscatel,1,85.0,8.0
Spain,Macabeo-Chardonnay,4,85.0,11.75
Spain,Macabeo,22,85.22727272727273,16.181818181818183
Spain,Listán Negro,2,88.5,32.5
Spain,Jaen,1,86.0,20.0
Spain,Hondarrabi Zuri,16,86.0,20.9375
Spain,Grenache-Syrah,3,88.0,13.333333333333334
Spain,Grenache-Carignan,10,89.4,30.1
Spain,Grenache Blend,5,84.4,13.2
Spain,Grenache Blanc,5,86.6,25.8
Spain,Grenache,19,86.21052631578948,14.631578947368421
Spain,Graciano,27,88.03703703703704,57.42307692307692
Spain,Godello,76,86.88157894736842,22.333333333333332
Spain,Malvar,1,81.0,12.0
Switzerland,White Blend,1,90.0,21.0
Switzerland,Pinot Noir-Gamay,1,90.0,30.0
Switzerland,Merlot,1,83.0,38.0
Switzerland,Chasselas,1,90.0,28.0
Switzerland,Pinot Noir,2,89.0,160.0
Turkey,Narince,7,87.14285714285714,21.285714285714285
Turkey,Çalkarası,2,86.5,19.0
Turkey,Yapincak,2,85.5,18.0
Turkey,White Blend,1,86.0,15.0
Turkey,Syrah-Merlot,1,90.0,30.0
Turkey,Syrah,4,89.75,34.75
Turkey,Sauvignon Blanc,1,89.0,18.0
Turkey,Rosé,3,87.66666666666667,15.666666666666666
Turkey,Red Blend,17,87.6470588235294,26.58823529411765
Turkey,Papaskarasi,2,86.0,22.0
Turkey,Okuzgozu,8,89.5,23.875
Turkey,Misket,1,85.0,19.0
Turkey,Kinali Yapincak,1,84.0,15.0
Turkey,Kuntra,1,86.0,15.0
Turkey,Karasakiz,1,89.0,15.0
Turkey,Karalahna,1,87.0,15.0
Turkey,Kalecik Karasi,13,89.3076923076923,25.076923076923077
Turkey,Emir,3,86.66666666666667,16.333333333333332
Turkey,Chardonnay,1,89.0,17.0
Turkey,Cabernet Sauvignon-Merlot,1,87.0,16.0
Turkey,Cabernet Sauvignon,2,89.0,32.0
Turkey,Boğazkere,4,89.75,25.75
Turkey,Bordeaux-style Red Blend,3,88.0,29.333333333333332
Turkey,Merlot,1,86.0,120.0
US,Rkatsiteli,10,85.3,22.9
US,Riesling-Chardonnay,1,94.0,40.0
US,Riesling,1602,87.93820224719101,19.38307210031348
US,Ribolla Gialla,2,85.5,27.0
US,Rhône-style White Blend,202,88.65346534653466,28.084577114427862
US,Primitivo,98,87.25510204081633,28.15463917525773
US,Refosco,1,89.0,28.0
US,Red Blend,2752,87.80850290697674,33.73956043956044
US,Prosecco,1,82.0,28.0
US,Rosado,1,87.0,28.0
US,Port,56,87.89285714285714,38.607142857142854
US,Rhône-style Red Blend,633,89.3522906793049,36.87777777777778
US,Rosato,4,87.75,20.75
US,Roussanne-Viognier,11,89.0909090909091,31.545454545454547
US,Roussanne,141,88.46808510638297,27.18439716312057
US,Roussanne-Grenache Blanc,1,91.0,16.0
US,Roussanne-Marsanne,2,86.0,24.0
US,Piquepoul Blanc,1,88.0,13.0
US,Sagrantino,3,87.33333333333333,46.666666666666664
US,Sangiovese,400,87.1775,28.151515151515152
US,Sangiovese Cabernet,3,87.66666666666667,46.333333333333336
US,Sangiovese Grosso,1,87.0,45.0
US,Sangiovese-Cabernet Sauvignon,6,86.0,30.0
US,Sangiovese-Syrah,4,87.75,46.5
US,Saperavi,3,85.66666666666667,30.0
US,Sauvignon Blanc,1999,87.4272136068034,20.5
US,Sauvignon Blanc-Chenin Blanc,1,87.0,16.0
US,Sauvignon Blanc-Semillon,35,88.54285714285714,30.714285714285715
US,Rosé,815,87.11042944785277,19.980198019801982
US,Muscat d'Alexandrie,1,87.0,25.0
US,Pinot Nero,1,86.0,59.0
US,Pinot-Chardonnay,5,89.4,29.4
US,Sauvignon Gris,2,92.0,40.0
US,Muskat,1,91.0,28.0
US,Muskat Ottonel,6,85.83333333333333,20.666666666666668
US,Müller-Thurgau,11,85.0,14.0
US,Nebbiolo,54,88.12962962962963,36.57692307692308
US,Negrette,2,85.5,32.5
US,Negroamaro,1,90.0,50.0
US,Nero d'Avola,4,88.0,29.0
US,Norton,16,84.0,25.3125
US,Orange Muscat,18,88.27777777777777,20.22222222222222
US,Palomino,1,86.0,32.0
US,Petit Manseng,16,86.0,26.25
US,Petit Verdot,210,88.12380952380953,39.3125
US,Pinotage,11,87.0,28.90909090909091
US,Petite Sirah,682,88.1217008797654,31.41850220264317
US,Picpoul,7,90.14285714285714,28.857142857142858
US,Pinot Auxerrois,1,89.0,22.0
US,Pinot Blanc,175,88.05714285714286,20.557471264367816
US,Pinot Blanc-Chardonnay,1,86.0,21.0
US,Pinot Blanc-Pinot Noir,1,85.0,16.0
US,Pinot Blanc-Viognier,1,87.0,19.0
US,Pinot Grigio,335,85.8089552238806,15.002994011976048
US,Pinot Grigio-Sauvignon Blanc,1,87.0,35.0
US,Pinot Gris,793,87.97982345523329,18.595690747782
US,Pinot Gris-Gewürztraminer,1,90.0,20.0
US,Pinot Meunier,24,88.25,31.75
US,Pinot Noir,9165,89.62291325695581,44.64284932705986
US,Pinot Noir-Syrah,2,90.5,52.0
US,Petite Verdot,22,88.72727272727273,43.27272727272727
US,Sauvignon Musqué,1,87.0,18.0
US,Valdiguié,5,87.2,20.8
US,Semillon-Chardonnay,4,85.75,13.5
US,Tocai Friulano,14,87.5,20.428571428571427
US,Torrontés,4,89.75,26.0
US,Touriga,2,89.0,45.5
US,Touriga Nacional,17,86.70588235294117,29.352941176470587
US,Touriga Nacional Blend,1,93.0,16.0
US,Traminette,9,84.55555555555556,14.777777777777779
US,Trebbiano,3,86.33333333333333,21.0
US,Trousseau Gris,2,88.5,22.5
US,Ugni Blanc,3,90.66666666666667,27.0
US,Muscat Hamburg,2,88.0,22.0
US,Valvin Muscat,1,87.0,13.0
US,Verdejo,4,85.75,18.25
US,Verdelho,24,87.08333333333333,17.708333333333332
US,Vermentino,41,87.78048780487805,22.0
US,Vidal,3,85.66666666666667,18.333333333333332
US,Vidal Blanc,37,86.13513513513513,25.2972972972973
US,Vignoles,10,85.6,17.3
US,Viognier,732,87.74590163934427,24.714285714285715
US,Viognier-Chardonnay,2,86.0,37.0
US,Viognier-Gewürztraminer,1,86.0,15.0
US,Viognier-Grenache Blanc,2,91.0,30.5
US,Viognier-Marsanne,2,88.0,22.0
US,Viognier-Roussanne,7,88.0,25.714285714285715
US,Viognier-Valdiguié,1,84.0,17.0
US,White Blend,589,87.12563667232598,21.638078902229847
US,White Port,1,92.0,40.0
US,White Riesling,12,88.58333333333333,15.916666666666666
US,Zinfandel,2527,87.78986941036803,29.418088060293535
US,Zweigelt,7,88.14285714285714,27.857142857142858
US,Tinta Madeira,1,89.0,45.0
US,Scheurebe,2,90.0,50.0
US,Tinta Amarela,1,90.0,30.0
US,Tempranillo-Syrah,1,91.0,23.0
US,Semillon-Sauvignon Blanc,38,89.42105263157895,33.0
US,Seyval Blanc,15,84.2,19.733333333333334
US,Sherry,3,89.66666666666667,22.0
US,Shiraz,44,85.75,25.136363636363637
US,Siegerrebe,1,84.0,15.0
US,Silvaner,1,86.0,14.0
US,Souzao,2,86.5,30.0
US,Sparkling Blend,631,89.02060221870047,36.38827258320127
US,St. Vincent,1,85.0,24.0
US,Symphony,4,84.75,16.75
US,Syrah,3011,89.45068083693126,38.94935021659447
US,Syrah-Cabernet,7,88.14285714285714,37.857142857142854
US,Syrah-Cabernet Franc,2,90.0,69.0
US,Syrah-Cabernet Sauvignon,24,89.66666666666667,49.166666666666664
US,Syrah-Grenache,30,89.4,36.666666666666664
US,Syrah-Grenache-Viognier,1,90.0,45.0
US,Syrah-Merlot,1,88.0,59.0
US,Syrah-Mourvèdre,10,88.3,37.0
US,Syrah-Petit Verdot,1,94.0,49.0
US,Syrah-Petite Sirah,15,89.66666666666667,41.46666666666667
US,Syrah-Tempranillo,6,90.16666666666667,44.0
US,Syrah-Viognier,8,89.625,47.625
US,Sémillon,83,88.55421686746988,24.746987951807228
US,Tannat,47,88.31914893617021,37.93617021276596
US,Tannat-Syrah,1,93.0,40.0
US,Tempranillo,317,87.61514195583597,32.72063492063492
US,Tempranillo Blend,5,87.6,25.6
US,Tempranillo-Cabernet Sauvignon,2,92.0,77.5
US,Tempranillo-Garnacha,2,87.0,27.0
US,Teroldego,15,88.4,31.333333333333332
US,Muscat Canelli,34,87.61764705882354,20.735294117647058
US,Madeira Blend,1,88.0,42.0
US,Muscat Blanc,11,88.27272727272727,21.272727272727273
US,Cabernet Sauvignon-Sangiovese,6,89.16666666666667,41.4
US,Cabernet Sauvignon-Shiraz,1,83.0,9.0
US,Cabernet Sauvignon-Syrah,64,89.9375,44.71875
US,Cabernet Sauvignon-Tempranillo,1,87.0,18.0
US,Cabernet-Shiraz,1,86.0,17.0
US,Cabernet-Syrah,6,89.0,25.833333333333332
US,Carignan,6,89.66666666666667,33.0
US,Carignan-Grenache,2,88.5,27.5
US,Carignane,28,88.75,27.296296296296298
US,Carmenère,41,87.73170731707317,34.225
US,Cayuga,2,84.5,16.0
US,Chambourcin,17,83.58823529411765,18.058823529411764
US,Champagne Blend,97,88.12371134020619,33.92783505154639
US,Cabernet Sauvignon-Merlot,37,88.16216216216216,37.432432432432435
US,Chancellor,2,80.5,16.0
US,Chardonel,1,83.0,11.0
US,Chardonnay,6272,88.4266581632653,30.68150520416333
US,Chardonnay-Albariño,2,91.5,31.0
US,Muscat Blanc à Petits Grains,1,87.0,20.0
US,Chardonnay-Riesling,1,87.0,24.0
US,Chardonnay-Semillon,3,85.66666666666667,21.333333333333332
US,Chardonnay-Viognier,8,85.25,22.75
US,Chelois,2,85.0,22.5
US,Chenin Blanc,111,88.35135135135135,19.87272727272727
US,Chenin Blanc-Viognier,10,87.1,14.2
US,Cinsault,28,89.5,27.571428571428573
US,Clairette,1,89.0,30.0
US,Claret,33,88.18181818181819,50.06060606060606
US,Charbono,24,88.29166666666667,34.291666666666664
US,Cabernet Sauvignon-Malbec,2,90.0,35.5
US,Cabernet Sauvignon-Carmenère,1,87.0,85.0
US,Cabernet Sauvignon-Cabernet Franc,12,89.0,54.666666666666664
US,Abouriou,1,85.0,75.0
US,Aglianico,15,88.33333333333333,31.466666666666665
US,Albariño,117,88.61538461538461,22.836206896551722
US,Alicante Bouschet,6,88.33333333333333,27.666666666666668
US,Aligoté,8,87.0,20.25
US,Alvarelhão,1,85.0,18.0
US,Alvarinho,1,84.0,19.0
US,Apple,1,89.0,25.0
US,Arneis,13,87.92307692307692,22.076923076923077
US,Auxerrois,11,89.0,22.363636363636363
US,Baco Noir,15,86.0,26.266666666666666
US,Barbera,212,87.55660377358491,27.514150943396228
US,Barbera-Nebbiolo,1,87.0,30.0
US,Black Monukka,2,91.0,25.0
US,Black Muscat,10,88.2,22.8
US,Blanc du Bois,6,85.0,27.0
US,Blaufränkisch,13,88.38461538461539,27.615384615384617
US,Bordeaux-style Red Blend,1691,89.73802483737434,58.933491686460805
US,Bordeaux-style White Blend,39,88.58974358974359,30.205128205128204
US,Cabernet,1,89.0,19.0
US,Cabernet Blend,20,88.75,58.4
US,Cabernet Franc,923,87.94366197183099,34.852013057671385
US,Cabernet Franc-Cabernet Sauvignon,1,86.0,22.0
US,Cabernet Franc-Lemberger,2,87.0,20.0
US,Cabernet Franc-Merlot,16,88.875,45.46666666666667
US,Cabernet Merlot,8,84.5,12.875
US,Cabernet Pfeffer,2,87.5,30.0
US,Cabernet Sauvignon,6823,89.0466070643412,55.127906976744185
US,Cabernet Sauvignon-Barbera,1,84.0,45.0
US,Colombard,12,88.25,22.833333333333332
US,Cortese,2,85.0,18.0
US,Chardonnay-Pinot Blanc,1,88.0,26.0
US,Debit,1,89.0,130.0
US,Malbec-Syrah,2,87.0,78.0
US,Malbec-Tannat,1,91.0,50.0
US,Malvasia,1,85.0,28.0
US,Malvasia Bianca,13,88.6923076923077,22.0
US,Marquette,2,84.5,18.0
US,Marsanne,37,87.64864864864865,28.16216216216216
US,Marsanne-Roussanne,17,87.11764705882354,27.0
US,Marsanne-Viognier,2,86.5,27.5
US,Mataro,3,87.33333333333333,22.666666666666668
US,Counoise,11,89.0,31.0
US,Meritage,235,87.48510638297873,35.5940170940171
US,Merlot,2151,87.33937703393771,28.592990654205607
US,Merlot-Cabernet,6,88.83333333333333,24.0
US,Malbec-Merlot,4,87.25,28.0
US,Merlot-Cabernet Franc,18,88.94444444444444,39.05555555555556
US,Merlot-Malbec,1,87.0,85.0
US,Merlot-Petite Verdot,1,83.0,20.0
US,Mission,6,89.66666666666667,59.333333333333336
US,Monastrell,7,91.0,29.142857142857142
US,Mondeuse,1,87.0,30.0
US,Montepulciano,19,87.15789473684211,30.42105263157895
US,Morio Muskat,2,87.0,17.0
US,Moscato,98,86.3061224489796,13.96938775510204
US,Moscato Giallo,1,94.0,16.0
US,Mourvèdre,195,89.12820512820512,34.48969072164948
US,Mourvèdre-Syrah,2,90.5,56.5
US,Muscadine,2,85.5,22.5
US,Muscat,30,88.0,18.866666666666667
US,Merlot-Cabernet Sauvignon,14,88.57142857142857,52.714285714285715
US,Malbec-Cabernet Sauvignon,1,92.0,55.0
US,Melon,1,88.0,15.0
US,Madeleine Angevine,2,85.5,17.5
US,Diamond,1,86.0,10.0
US,Dolcetto,48,87.3125,26.8125
US,Malbec,487,88.39219712525667,35.11801242236025
US,Edelzwicker,3,88.33333333333333,20.0
US,Falanghina,2,89.0,29.0
US,Fiano,7,88.28571428571429,21.285714285714285
US,Fumé Blanc,65,87.92307692307692,23.153846153846153
US,G-S-M,138,88.76086956521739,35.71739130434783
US,Gamay,5,87.2,32.5
US,Gamay Noir,18,87.72222222222223,23.705882352941178
US,Garnacha,12,87.58333333333333,29.0
US,Garnacha Blanca,1,89.0,28.0
US,Gewürztraminer,375,87.75733333333334,19.16042780748663
US,Gewürztraminer-Riesling,3,89.0,30.0
US,Dornfelder,5,90.0,35.4
US,Greco,1,87.0,20.0
US,Lemberger,30,87.23333333333333,19.433333333333334
US,Lagrein,7,87.71428571428571,35.285714285714285
US,Kerner,1,90.0,25.0
US,Johannisberg Riesling,9,86.11111111111111,8.875
US,Jacquez,3,85.0,34.333333333333336
US,Grenache-Syrah,25,89.16,40.52
US,Grüner Veltliner,88,88.4090909090909,21.61627906976744
US,Grenache-Carignan,4,90.5,25.5
US,Grenache Noir,2,90.5,38.0
US,Grenache Blend,4,89.75,37.75
US,Grenache Blanc,113,88.85840707964601,24.83783783783784
US,Grenache,489,89.08588957055214,35.192622950819676
US,Grenache-Mourvèdre,4,87.0,30.75
US,Graciano,13,89.76923076923077,30.53846153846154
Ukraine,Riesling,1,88.0,9.0
Ukraine,Sparkling Blend,6,82.83333333333333,11.0
Ukraine,Rosé,1,84.0,6.0
Ukraine,Muscat Hamburg,1,86.0,9.0
Ukraine,Chardonnay,1,85.0,9.0
Ukraine,Cabernet Sauvignon,1,84.0,6.0
Ukraine,Bastardo,1,85.0,9.0
Ukraine,Merlot,2,84.0,7.5
Uruguay,Tannat-Syrah,1,84.0,16.0
Uruguay,Tannat-Merlot,6,86.5,17.666666666666668
Uruguay,Tannat-Cabernet Franc,2,90.0,19.0
Uruguay,Tannat,47,86.95744680851064,29.893617021276597
Uruguay,Sauvignon Blanc,1,84.0,16.0
Uruguay,Rosé,2,84.5,17.0
Uruguay,Red Blend,17,87.41176470588235,32.23529411764706
Uruguay,Merlot,1,84.0,16.0
Uruguay,Malbec,1,87.0,17.0
Uruguay,Chardonnay,3,81.0,14.0
Uruguay,Cabernet Sauvignon,2,87.0,18.5
Uruguay,Cabernet Franc,2,85.0,20.0
Uruguay,Albariño,6,87.33333333333333,22.333333333333332
Uruguay,Tempranillo-Tannat,1,88.0,20.0
Uruguay,Pinot Noir,5,85.4,19.2
Uruguay,White Blend,1,87.0,15.0
